applicant_id,monitoring_month,jurisdiction,protected_group,age,annual_income,employment_years,debt_to_income,credit_history_years,missed_payments_12m,prior_default,loan_amount,product_type,actual_repaid,true_repayment_probability,predicted_repayment_probability,approved
A00-02280,0,US,Majority,25,66243.52,4.36,0.421,5.83,2,0,27784.6,home_improvement,0,0.3296,0.34399574520486537,0
A00-02281,0,EU,Majority,38,103541.78,6.6,0.501,0.5,1,0,35744.24,home_improvement,1,0.4639,0.43068785345661714,0
A00-02282,0,EU,Majority,41,63571.62,9.0,0.341,12.8,0,0,23188.56,home_improvement,1,0.7377,0.7687218730967651,1
A00-02283,0,EU,Minority,34,21113.63,15.56,0.324,5.14,2,0,25177.95,auto,0,0.2001,0.20978305284056706,0
A00-02284,0,EU,Majority,43,95006.74,6.1,0.253,13.18,1,0,15246.02,home_improvement,1,0.8506,0.8571990487757248,1
A00-02285,0,EU,Majority,39,77035.93,13.34,0.384,9.91,1,1,17107.24,personal,1,0.3841,0.3736814052100077,0
A00-02286,0,US,Minority,48,59010.8,3.83,0.27,11.9,2,1,13366.73,auto,1,0.3051,0.3255854802576888,0
A00-02287,0,EU,Minority,46,53192.91,3.4,0.333,10.31,4,0,18503.55,personal,0,0.2424,0.2766790194586899,0
A00-02288,0,US,Majority,41,50508.41,7.48,0.214,0.5,3,0,26352.48,personal,0,0.1686,0.16917387292234476,0
A00-02289,0,EU,Majority,24,105322.91,8.14,0.391,10.96,1,0,23239.79,personal,1,0.7919,0.7515708615857756,1
A00-02290,0,US,Minority,59,62485.05,6.47,0.285,5.73,0,0,22148.22,personal,0,0.5673,0.5315774330685626,0
A00-02291,0,US,Minority,37,28482.73,23.33,0.221,11.76,0,0,21760.21,home_improvement,0,0.6425,0.7139005245055636,1
A00-02292,0,US,Majority,38,74727.06,3.97,0.197,10.86,0,0,43044.81,personal,1,0.7402,0.7825909767368663,1
A00-02293,0,EU,Majority,35,91417.26,11.92,0.261,10.91,1,0,17984.6,home_improvement,1,0.8138,0.8188034854804924,1
A00-02294,0,US,Majority,34,71472.26,3.46,0.272,7.41,2,0,14290.87,personal,1,0.4939,0.4420930004190544,0
A00-02295,0,US,Majority,56,51369.72,8.52,0.36,4.85,1,0,18998.75,auto,1,0.4003,0.3576698360798874,0
A00-02296,0,US,Minority,54,42669.59,5.94,0.356,5.37,0,0,26651.21,personal,0,0.3772,0.36122976139644014,0
A00-02297,0,US,Majority,44,51070.94,6.74,0.374,1.3,1,0,28277.82,home_improvement,0,0.2584,0.26392468514109485,0
A00-02298,0,EU,Majority,38,97411.5,7.53,0.384,6.14,0,0,33405.21,personal,1,0.7102,0.6682276439157356,1
A00-02299,0,EU,Minority,46,60138.38,6.07,0.464,1.24,1,1,33288.56,auto,0,0.1049,0.10000641260267105,0
A00-02300,0,US,Minority,40,29604.24,5.36,0.146,1.35,2,1,22726.57,home_improvement,1,0.0698,0.09165559995805898,0
A00-02301,0,US,Minority,37,68798.54,1.5,0.24,7.57,2,0,25654.53,auto,0,0.5029,0.4936614537808976,0
A00-02302,0,US,Majority,43,71179.7,9.82,0.397,10.64,1,0,43701.8,home_improvement,1,0.5722,0.6813797490575014,1
A00-02303,0,US,Majority,34,59970.99,2.39,0.355,8.37,0,0,3000.0,personal,1,0.6115,0.4848604813983013,0
A00-02304,0,EU,Majority,42,49112.27,4.55,0.447,6.5,2,0,25239.07,personal,0,0.2327,0.22887706684023154,0
A00-02305,0,EU,Majority,41,48286.0,7.03,0.145,4.71,1,0,27098.14,personal,0,0.4224,0.4269432475393818,0
A00-02306,0,US,Majority,46,89146.04,2.72,0.273,7.23,1,0,44433.34,personal,0,0.6103,0.6510394092570858,1
A00-02307,0,EU,Majority,32,73202.74,5.36,0.294,5.21,1,0,9079.51,personal,1,0.5536,0.4426451642681241,0
A00-02308,0,US,Majority,47,77594.23,9.19,0.35,8.25,0,0,23279.14,auto,1,0.7318,0.6881982914366562,1
A00-02309,0,EU,Minority,29,66150.42,4.48,0.379,1.01,2,0,12471.19,home_improvement,1,0.2779,0.22528762636790323,0
A00-02310,0,US,Minority,33,67726.09,5.42,0.431,9.91,3,0,12268.0,auto,0,0.4119,0.36805489385480084,0
A00-02311,0,EU,Majority,33,59600.5,3.11,0.316,6.23,2,0,26797.88,home_improvement,0,0.3498,0.38620697975099955,0
A00-02312,0,US,Majority,27,64589.24,4.82,0.495,10.01,0,0,30654.74,auto,0,0.5881,0.5483547024085796,0
A00-02313,0,EU,Majority,50,90633.32,2.44,0.533,12.05,1,0,40299.66,personal,1,0.6102,0.6440869295086243,1
A00-02314,0,US,Majority,28,95377.21,6.55,0.196,9.81,1,0,26400.81,auto,1,0.819,0.7996960600074774,1
A00-02315,0,US,Majority,31,45280.25,2.04,0.335,11.7,1,0,29463.34,personal,0,0.4471,0.4780903314884844,0
A00-02316,0,US,Majority,53,64543.08,3.88,0.426,0.5,1,0,27274.41,personal,1,0.2631,0.21952323058412293,0
A00-02317,0,US,Minority,33,77446.42,5.97,0.445,5.13,2,0,32539.66,home_improvement,1,0.3616,0.3880898534096442,0
A00-02318,0,US,Majority,37,104259.51,5.14,0.281,12.91,1,0,38390.27,personal,1,0.8227,0.8446809300164673,1
A00-02319,0,EU,Minority,28,95357.23,7.27,0.406,9.14,2,0,27751.45,personal,1,0.6002,0.577536438471631,1
A00-02320,0,EU,Majority,48,53380.6,5.43,0.14,15.89,2,0,33692.23,personal,0,0.6271,0.739847506039442,1
A00-02321,0,US,Majority,48,92725.88,1.5,0.328,15.32,1,0,12924.89,auto,1,0.8544,0.8319186541464985,1
A00-02322,0,EU,Majority,47,69614.09,2.69,0.155,9.7,0,1,31657.64,personal,0,0.459,0.5131541277950676,0
A00-02323,0,EU,Majority,45,88343.92,5.8,0.391,7.49,1,0,38353.24,auto,1,0.622,0.6233537105967552,1
A00-02324,0,US,Majority,40,83477.29,10.59,0.196,4.67,3,0,38575.42,personal,0,0.4174,0.47232720387339455,0
A00-02325,0,US,Minority,33,37484.68,9.53,0.395,5.2,4,0,14539.55,auto,1,0.1328,0.12467468354928253,0
A00-02326,0,US,Majority,30,78949.51,22.98,0.368,6.87,0,0,23332.09,home_improvement,1,0.7365,0.7266939621061572,1
A00-02327,0,US,Majority,53,87608.24,4.17,0.339,6.13,1,0,26718.75,personal,1,0.5909,0.5599953062757693,1
A00-02328,0,EU,Majority,47,68117.05,9.01,0.254,4.83,0,0,33138.26,auto,0,0.6228,0.6041629836089192,1
A00-02329,0,EU,Majority,31,63819.99,8.64,0.305,10.11,1,0,25458.84,personal,0,0.586,0.5838458927809066,1
A00-02330,0,EU,Majority,39,38638.39,13.63,0.472,15.29,0,0,38668.32,personal,1,0.5487,0.6310003623685079,1
A00-02331,0,US,Majority,36,81488.73,11.58,0.279,12.23,2,0,13484.41,personal,0,0.7106,0.6939033430214083,1
A00-02332,0,EU,Minority,27,65466.22,6.84,0.378,5.81,3,0,21076.58,personal,1,0.2744,0.2529459785802461,0
A00-02333,0,EU,Majority,41,50978.51,8.17,0.263,12.56,1,0,9796.98,home_improvement,1,0.6473,0.6689861391768075,1
A00-02334,0,US,Majority,34,62309.04,7.28,0.452,9.89,2,0,31351.14,home_improvement,1,0.392,0.4624266103214873,0
A00-02335,0,EU,Minority,29,64435.56,5.66,0.384,6.94,5,0,29961.17,home_improvement,0,0.1548,0.2155021981529375,0
A00-02336,0,US,Minority,23,50885.92,7.83,0.283,6.69,1,0,56082.15,personal,0,0.3424,0.43741494849128143,0
A00-02337,0,US,Majority,22,68550.87,6.42,0.331,7.7,0,0,35460.66,auto,0,0.6376,0.6121860696612056,1
A00-02338,0,US,Majority,35,35251.28,6.26,0.301,11.1,2,1,26231.76,auto,1,0.156,0.2001961002923485,0
A00-02339,0,US,Majority,38,94139.01,13.99,0.497,9.06,1,0,31053.42,personal,1,0.6544,0.6350500447394988,1
A00-02340,0,EU,Majority,29,68802.28,6.92,0.325,5.59,0,0,22984.85,auto,1,0.6249,0.543755834684528,0
A00-02341,0,US,Majority,46,47612.28,6.1,0.164,5.39,0,0,27341.74,home_improvement,0,0.534,0.5736400264207862,1
A00-02342,0,US,Minority,38,18000.0,5.24,0.435,8.32,1,0,26763.23,home_improvement,0,0.2098,0.2560214256860922,0
A00-02343,0,US,Majority,45,88053.56,4.96,0.544,10.21,0,0,14977.68,home_improvement,1,0.7214,0.6774974518687237,1
A00-02344,0,US,Minority,37,72103.74,2.63,0.519,5.85,2,0,28831.6,personal,1,0.2885,0.26419766308084464,0
A00-02345,0,US,Majority,30,72503.03,5.67,0.198,3.97,0,0,26517.63,home_improvement,0,0.6362,0.6220643784256898,1
A00-02346,0,US,Minority,40,77909.31,10.9,0.343,12.1,2,0,41287.26,home_improvement,1,0.6009,0.7210533808138351,1
A00-02347,0,EU,Minority,25,77857.07,4.09,0.371,11.25,1,0,25015.48,auto,1,0.6851,0.6533423511627067,1
A00-02348,0,US,Majority,45,72194.32,17.43,0.328,0.55,0,0,19745.49,personal,0,0.5322,0.43408353622158447,0
A00-02349,0,EU,Majority,29,63669.93,1.03,0.376,13.86,0,0,25473.91,personal,0,0.6912,0.6808110138892451,1
A00-02350,0,US,Majority,49,60574.31,7.66,0.289,7.66,1,0,25130.13,personal,1,0.5067,0.5072941559267499,0
A00-02351,0,EU,Minority,35,69497.9,6.57,0.265,7.86,0,0,28754.62,personal,1,0.6572,0.636453890280988,1
A00-02352,0,EU,Majority,51,95043.6,13.85,0.444,13.05,0,0,20948.78,home_improvement,1,0.8543,0.8600682662281338,1
A00-02353,0,US,Majority,27,66544.84,3.81,0.195,15.11,1,0,21995.17,home_improvement,1,0.7706,0.8139032178244452,1
A00-02354,0,US,Majority,32,96553.07,2.42,0.234,12.51,1,0,27535.02,home_improvement,1,0.824,0.847570450189703,1
A00-02355,0,EU,Minority,43,68589.9,5.07,0.239,8.06,1,0,26591.91,personal,0,0.5794,0.5787632695490998,1
A00-02356,0,US,Majority,52,75733.13,4.58,0.403,3.0,1,0,29244.11,auto,0,0.4368,0.3873605691507007,0
A00-02357,0,EU,Majority,57,114197.08,1.79,0.343,0.5,0,0,27698.12,personal,0,0.686,0.5857956969205609,1
A00-02358,0,US,Minority,39,92900.89,6.13,0.481,10.61,0,0,30041.44,personal,0,0.7388,0.7086429841353793,1
A00-02359,0,US,Majority,59,100393.58,4.34,0.236,13.87,2,0,33912.57,personal,1,0.7841,0.8319147931972066,1
A00-02360,0,US,Minority,36,46345.34,12.41,0.225,3.84,1,0,24363.62,home_improvement,0,0.3973,0.423331389269462,0
A00-02361,0,EU,Majority,51,110151.47,6.19,0.277,7.42,0,0,48840.97,auto,1,0.8302,0.843140317751655,1
A00-02362,0,US,Majority,29,66937.88,3.5,0.308,6.27,0,0,28946.36,home_improvement,1,0.5835,0.5843222797973815,1
A00-02363,0,EU,Minority,44,57177.67,5.73,0.4,4.76,1,0,16626.71,personal,0,0.3632,0.3013094883012606,0
A00-02364,0,EU,Majority,21,27474.28,6.49,0.128,12.8,2,0,17407.95,personal,1,0.4374,0.47876095332675994,0
A00-02365,0,US,Minority,27,67699.53,8.1,0.432,7.97,1,0,17072.72,auto,0,0.5495,0.46727143260882026,0
A00-02366,0,US,Majority,44,47916.27,5.9,0.223,7.58,1,0,19098.0,auto,0,0.5122,0.48907738070943524,0
A00-02367,0,US,Majority,25,76256.82,16.94,0.252,19.13,1,0,33957.83,home_improvement,1,0.8686,0.9203387069401447,1
A00-02368,0,US,Majority,44,46430.26,2.57,0.471,2.76,2,0,17476.28,personal,0,0.1594,0.12821327576531624,0
A00-02369,0,EU,Majority,49,102656.3,4.3,0.068,10.69,1,0,21541.57,personal,1,0.8708,0.8672454499534378,1
A00-02370,0,US,Majority,33,78979.91,3.51,0.369,4.3,0,0,36231.28,home_improvement,0,0.5566,0.55936464670396,1
A00-02371,0,US,Majority,28,111817.56,4.71,0.368,7.87,0,0,19015.11,auto,1,0.8545,0.778787627192388,1
A00-02372,0,EU,Majority,34,49062.54,6.96,0.232,9.09,1,0,31812.15,auto,0,0.5246,0.551664592927981,1
A00-02373,0,EU,Majority,28,97934.41,6.68,0.276,11.88,0,0,11066.35,home_improvement,0,0.8873,0.8652020013426501,1
A00-02374,0,US,Majority,38,34248.46,7.98,0.477,7.46,0,0,23036.09,auto,0,0.3746,0.33189184071738803,0
A00-02375,0,EU,Majority,40,72453.43,6.17,0.566,7.03,0,0,19948.94,auto,0,0.5581,0.454170673312035,0
A00-02376,0,US,Minority,36,49499.16,6.39,0.503,5.98,2,0,27531.08,personal,0,0.2057,0.19876431430330932,0
A00-02377,0,EU,Majority,57,59988.83,6.24,0.556,4.18,1,0,18592.35,auto,0,0.3246,0.2576048181442476,0
A00-02378,0,US,Majority,31,58686.57,4.44,0.247,11.03,3,0,41809.19,personal,0,0.3582,0.4682108216977796,0
A00-02379,0,US,Minority,54,44120.39,4.23,0.185,8.23,3,0,9468.63,auto,0,0.3576,0.3553257311281364,0
A00-02380,0,US,Minority,28,37565.92,3.46,0.369,8.84,1,0,32982.4,auto,0,0.3502,0.3645313131421671,0
A00-02381,0,EU,Majority,40,60093.89,8.23,0.427,8.22,0,0,33967.66,personal,1,0.5142,0.5120046206129287,0
A00-02382,0,EU,Majority,52,70704.54,1.21,0.107,7.73,2,0,31918.52,personal,0,0.5302,0.5844285905502398,1
A00-02383,0,US,Majority,51,90610.19,6.31,0.219,13.2,1,0,25481.1,personal,1,0.8199,0.8336331282003953,1
A00-02384,0,EU,Majority,34,74111.66,9.11,0.232,12.59,0,0,44399.99,auto,1,0.8022,0.8399904300233121,1
A00-02385,0,EU,Minority,45,83664.26,10.48,0.418,12.76,2,0,44317.97,personal,0,0.5835,0.6744922642353124,1
A00-02386,0,US,Minority,44,33414.64,0.91,0.402,8.59,0,0,22418.91,home_improvement,1,0.3816,0.40320795102415047,0
A00-02387,0,EU,Majority,33,60273.58,4.53,0.237,13.91,1,0,28281.22,personal,1,0.6668,0.7049111796198109,1
A00-02388,0,US,Minority,46,75009.09,3.6,0.397,5.44,2,0,24502.23,personal,1,0.3708,0.3434687399783871,0
A00-02389,0,EU,Majority,59,75020.62,4.29,0.193,7.7,2,0,20136.94,auto,1,0.601,0.5958328580146304,1
A00-02390,0,US,Majority,44,52137.67,11.73,0.279,13.28,1,0,30234.53,auto,0,0.6513,0.7023270537106133,1
A00-02391,0,US,Minority,45,79247.31,3.61,0.223,10.47,0,0,28788.36,personal,1,0.7709,0.7703789929926885,1
A00-02392,0,US,Majority,46,58405.81,9.09,0.312,7.34,3,0,9667.27,personal,0,0.3369,0.31303611625661715,0
A00-02393,0,US,Majority,23,53730.09,6.36,0.234,4.31,2,0,28357.07,personal,1,0.3055,0.2993477674725127,0
A00-02394,0,EU,Majority,44,77752.01,4.17,0.413,7.68,0,0,32584.07,personal,1,0.6046,0.5801697042614086,1
A00-02395,0,US,Minority,28,61617.22,3.91,0.372,4.36,1,0,21481.07,personal,0,0.374,0.3090893954724933,0
A00-02396,0,US,Majority,33,58564.67,6.75,0.303,15.4,1,0,19341.44,auto,1,0.7272,0.731682756160818,1
A00-02397,0,US,Majority,63,57919.5,5.55,0.542,11.54,1,0,28043.26,auto,0,0.4751,0.4923443572286875,0
A00-02398,0,EU,Majority,36,48173.86,1.69,0.376,5.44,1,0,37223.02,personal,1,0.2732,0.28545761635536576,0
A00-02399,0,EU,Majority,31,60980.78,3.07,0.286,4.32,0,1,30969.71,auto,0,0.2586,0.24391117518859554,0
A00-02400,0,US,Majority,52,89400.18,6.86,0.26,5.39,2,0,33320.77,personal,1,0.5289,0.5459193403003406,0
A00-02401,0,US,Minority,29,66146.46,2.49,0.233,4.86,1,0,22121.27,home_improvement,0,0.5031,0.4933465159317876,0
A00-02402,0,US,Minority,34,79713.29,9.83,0.367,6.43,1,0,23100.79,auto,1,0.6141,0.5520155122620505,1
A00-02403,0,EU,Minority,53,71305.3,2.0,0.412,11.56,0,0,34003.6,auto,1,0.6871,0.6962119177391376,1
A00-02404,0,EU,Minority,39,49867.32,4.9,0.145,3.23,3,0,12103.53,personal,0,0.2562,0.23189244236681236,0
A00-02405,0,EU,Majority,22,37166.32,8.37,0.166,17.66,1,0,25322.08,auto,0,0.7181,0.7707790122869105,1
A00-02406,0,EU,Majority,45,50889.77,2.91,0.268,4.73,0,1,28584.46,personal,0,0.1994,0.2051678350093022,0
A00-02407,0,US,Majority,35,55746.52,2.37,0.198,2.86,2,0,23738.53,home_improvement,0,0.3123,0.32984456773393384,0
A00-02408,0,EU,Majority,56,54276.93,7.52,0.335,15.25,1,0,31016.11,personal,1,0.6196,0.6966174608765647,1
A00-02409,0,US,Minority,32,80139.38,9.26,0.397,12.39,2,0,29967.87,personal,1,0.5955,0.6230267764526144,1
A00-02410,0,US,Minority,51,79941.18,5.12,0.36,6.37,3,0,20496.87,auto,1,0.4142,0.391661928729119,0
A00-02411,0,US,Minority,59,103525.71,4.45,0.441,8.63,1,0,18367.6,auto,0,0.7487,0.6879018532807956,1
A00-02412,0,US,Majority,30,53989.3,1.95,0.26,10.13,0,0,25111.31,auto,1,0.6514,0.6261635533122071,1
A00-02413,0,EU,Majority,37,98851.52,6.02,0.324,9.05,2,0,40090.65,home_improvement,0,0.6432,0.7171153078185701,1
A00-02414,0,US,Majority,43,98734.08,1.49,0.21,3.31,2,0,32730.29,personal,1,0.5382,0.5204602041884216,0
A00-02415,0,EU,Majority,30,64086.99,11.82,0.364,0.5,0,0,22301.18,personal,0,0.4232,0.3240207473271985,0
A00-02416,0,EU,Majority,42,77497.55,5.27,0.339,5.12,1,0,20554.05,home_improvement,0,0.5422,0.5231700920909227,0
A00-02417,0,EU,Majority,37,92073.93,3.11,0.186,15.76,2,0,27724.64,personal,1,0.8065,0.8385804431729161,1
A00-02418,0,EU,Majority,36,67380.43,3.88,0.311,15.92,1,0,21982.03,auto,1,0.7611,0.7696157187538141,1
A00-02419,0,US,Minority,40,58908.56,6.3,0.37,6.05,1,0,29728.62,personal,0,0.39,0.38057065370842064,0
A00-02420,0,US,Majority,40,56580.59,4.31,0.364,4.67,3,1,37198.68,personal,0,0.0648,0.0873477629961539,0
A00-02421,0,US,Majority,41,23659.27,5.7,0.368,9.61,1,0,42965.98,personal,1,0.2418,0.3214257680877723,0
A00-02422,0,US,Minority,32,62838.96,2.82,0.288,8.86,1,0,16498.33,home_improvement,1,0.5719,0.5689845060730683,1
A00-02423,0,EU,Majority,33,55012.48,10.6,0.422,10.9,3,0,30384.64,personal,0,0.3024,0.3552514486284864,0
A00-02424,0,US,Minority,38,41068.38,3.94,0.438,0.5,2,0,30365.48,personal,0,0.1111,0.10167391948871027,0
A00-02425,0,US,Minority,39,69521.64,1.15,0.288,19.73,0,0,23671.83,personal,1,0.8574,0.8747568770688378,1
A00-02426,0,US,Majority,34,40925.07,4.54,0.193,13.03,1,0,14585.67,personal,1,0.5863,0.5916900345767256,1
A00-02427,0,US,Minority,43,76815.52,3.56,0.297,6.31,3,0,25879.89,personal,0,0.3629,0.3697571589521978,0
A00-02428,0,EU,Majority,21,77688.39,10.2,0.153,5.63,1,0,46453.76,home_improvement,1,0.6127,0.6953157051839756,1
A00-02429,0,US,Minority,31,53896.33,3.12,0.4,11.05,1,0,29256.61,auto,1,0.5006,0.5026142554605673,0
A00-02430,0,EU,Minority,36,60297.11,4.27,0.517,9.08,3,0,16968.83,personal,0,0.2529,0.23482678233854867,0
A00-02431,0,EU,Minority,30,38885.8,6.41,0.546,7.47,1,0,24753.56,personal,0,0.2393,0.2169017260336779,0
A00-02432,0,EU,Majority,57,82756.43,8.01,0.199,10.33,4,1,16168.24,personal,1,0.2499,0.30849678521770496,0
A00-02433,0,US,Majority,39,72059.92,12.26,0.424,8.05,1,1,23648.85,personal,0,0.2727,0.27329534879973866,0
A00-02434,0,EU,Minority,41,66475.15,3.3,0.385,8.71,1,0,31028.31,personal,0,0.4802,0.4841628329467368,0
A00-02435,0,US,Minority,34,71035.92,11.5,0.087,10.01,0,0,22301.9,home_improvement,1,0.8271,0.8462034808791328,1
A00-02436,0,US,Majority,39,56294.11,9.98,0.29,9.87,1,0,3000.0,personal,1,0.6069,0.5326234970194454,0
A00-02437,0,EU,Majority,26,39637.89,3.52,0.277,9.66,2,0,27261.94,personal,0,0.3172,0.3472024506692804,0
A00-02438,0,EU,Majority,37,86689.05,3.25,0.475,14.07,1,0,21161.09,auto,1,0.7492,0.7192036808111417,1
A00-02439,0,US,Minority,29,74585.65,7.22,0.27,0.71,0,0,19736.47,personal,1,0.5331,0.4142646795124345,0
A00-02440,0,EU,Minority,36,51328.18,5.61,0.443,3.91,1,0,18504.67,auto,1,0.3225,0.2518975547489636,0
A00-02441,0,US,Majority,21,76273.09,7.21,0.317,8.61,2,0,29376.97,auto,1,0.5534,0.5416708198928794,0
A00-02442,0,EU,Majority,27,92401.5,4.63,0.157,5.58,1,0,24057.64,personal,1,0.7077,0.6582496027246715,1
A00-02443,0,EU,Majority,55,90135.32,5.95,0.264,6.92,0,0,35012.5,home_improvement,1,0.7484,0.7797198790265016,1
A00-02444,0,US,Majority,48,57773.38,5.29,0.514,13.65,3,1,31687.84,personal,0,0.1242,0.1833776819215494,0
A00-02445,0,EU,Majority,54,40213.54,7.15,0.309,7.9,1,0,21866.5,personal,1,0.3781,0.3869607353949391,0
A00-02446,0,EU,Majority,54,43472.91,3.18,0.439,1.18,0,0,19133.91,auto,0,0.2892,0.21450777465181115,0
A00-02447,0,EU,Majority,46,62577.21,6.23,0.432,6.81,0,0,27853.27,auto,0,0.5418,0.4969606360945312,0
A00-02448,0,EU,Majority,34,96284.03,12.12,0.276,8.73,0,0,25835.19,personal,0,0.8259,0.7968826655030116,1
A00-02449,0,EU,Majority,28,54659.54,11.73,0.176,8.66,0,0,11776.35,personal,1,0.6983,0.6416111140969434,1
A00-02450,0,US,Majority,52,57169.77,6.66,0.192,10.72,0,1,39770.71,home_improvement,0,0.4029,0.5568996779201683,1
A00-02451,0,EU,Minority,40,49778.69,3.14,0.549,9.0,1,0,30788.77,auto,0,0.3379,0.32946817127432454,0
A00-02452,0,US,Majority,66,58397.11,15.38,0.348,7.94,0,0,20113.58,auto,0,0.6537,0.6303219660426584,1
A00-02453,0,EU,Minority,35,61286.69,7.16,0.167,2.33,2,0,7275.12,auto,0,0.4367,0.3404640441892168,0
A00-02454,0,US,Majority,61,44179.05,14.54,0.43,6.74,0,0,24883.34,auto,1,0.4713,0.45405064123763106,0
A00-02455,0,US,Majority,37,89102.84,7.33,0.116,6.01,0,0,19168.88,auto,1,0.8325,0.7813201551347184,1
A00-02456,0,EU,Majority,54,65748.4,0.82,0.231,7.36,1,0,23635.17,personal,1,0.5347,0.5272422243794854,0
A00-02457,0,US,Majority,58,115603.56,15.33,0.34,11.26,0,0,8847.18,personal,1,0.9193,0.8870180328086519,1
A00-02458,0,US,Majority,28,46202.15,9.19,0.632,10.12,2,0,20338.53,auto,0,0.273,0.24555117564841492,0
A00-02459,0,EU,Majority,34,98707.46,5.82,0.428,11.8,0,0,28583.06,auto,0,0.8354,0.8061418181354512,1
A00-02460,0,US,Minority,28,87935.56,1.61,0.317,5.56,1,0,30059.38,auto,1,0.6127,0.5556854725168128,1
A00-02461,0,US,Majority,25,60678.0,9.77,0.333,14.53,0,1,23555.28,auto,1,0.5299,0.549721043764352,0
A00-02462,0,US,Majority,46,60993.85,7.29,0.44,11.19,3,0,24670.93,auto,1,0.3739,0.4046137856770076,0
A00-02463,0,US,Majority,37,50995.34,17.79,0.501,8.95,1,0,38470.15,personal,0,0.3756,0.4204258427396701,0
A00-02464,0,US,Majority,40,51213.39,13.73,0.3,10.91,1,0,21160.87,home_improvement,0,0.5851,0.6401415175631608,1
A00-02465,0,US,Minority,45,61488.49,14.3,0.349,4.4,0,0,18120.76,home_improvement,1,0.5603,0.532598113445581,0
A00-02466,0,US,Minority,21,61893.22,6.56,0.275,0.5,0,0,8443.56,home_improvement,1,0.4901,0.37395031224205355,0
A00-02467,0,US,Majority,53,38055.25,6.38,0.41,6.07,2,1,19144.1,home_improvement,0,0.0826,0.1071586814294378,0
A00-02468,0,US,Majority,35,112076.6,7.34,0.453,11.49,2,0,12669.74,home_improvement,1,0.7735,0.7496863747164876,1
A00-02469,0,EU,Majority,45,63569.18,3.77,0.097,8.82,1,0,33396.93,personal,0,0.6196,0.667444517442983,1
A00-02470,0,EU,Majority,46,69746.63,5.92,0.282,7.95,1,0,26233.9,auto,1,0.609,0.5949336676911235,1
A00-02471,0,US,Minority,54,49601.49,5.22,0.229,3.71,0,0,35339.69,auto,0,0.4647,0.46759106791380334,0
A00-02472,0,US,Minority,38,56426.82,11.31,0.393,0.5,4,1,36718.75,personal,0,0.0319,0.04190492770568738,0
A00-02473,0,EU,Majority,21,61700.32,12.63,0.181,14.2,0,0,20405.34,home_improvement,1,0.8313,0.8540598337146046,1
A00-02474,0,EU,Majority,40,68444.32,8.52,0.172,7.67,1,0,21595.71,personal,1,0.6345,0.6196911819077292,1
A00-02475,0,US,Majority,41,68222.79,3.38,0.465,6.78,0,0,34541.86,personal,0,0.4819,0.4569246367647429,0
A00-02476,0,US,Majority,28,83792.46,15.88,0.31,5.81,0,0,30053.67,personal,0,0.7065,0.6662532527614388,1
A00-02477,0,US,Majority,41,72817.18,9.74,0.323,13.52,1,0,28995.73,personal,1,0.7073,0.737594296855628,1
A00-02478,0,EU,Majority,35,81881.38,7.04,0.382,12.03,1,0,39310.57,personal,0,0.6595,0.6989972413320035,1
A00-02479,0,EU,Minority,24,61313.59,8.06,0.491,3.23,1,0,36343.5,personal,0,0.2707,0.24538050421460025,0
A00-02480,0,EU,Majority,46,72893.8,2.23,0.28,13.16,1,0,27253.67,personal,1,0.6926,0.7176270382354755,1
A00-02481,0,US,Majority,33,63915.19,5.23,0.282,7.92,1,0,36113.62,personal,1,0.4963,0.5221107618166644,0
A00-02482,0,US,Majority,35,87559.12,11.86,0.283,6.06,2,1,24262.2,auto,0,0.3354,0.331092796612396,0
A00-02483,0,US,Majority,34,74629.83,2.15,0.46,7.33,2,0,34217.07,auto,1,0.3921,0.3847822825010861,0
A00-02484,0,US,Minority,53,58496.58,2.1,0.367,3.97,3,0,21953.97,personal,0,0.1935,0.1883671651461472,0
A00-02485,0,US,Majority,39,64929.71,9.77,0.295,3.22,0,0,36552.0,home_improvement,0,0.5088,0.53810836515191,0
A00-02486,0,EU,Minority,40,59424.45,7.73,0.422,10.2,2,0,18753.17,personal,1,0.4147,0.40506712563871233,0
A00-02487,0,US,Minority,34,62078.43,2.17,0.595,6.22,1,0,12311.38,auto,1,0.3628,0.2560563684378996,0
A00-02488,0,EU,Majority,44,67429.14,4.94,0.339,10.97,3,0,29762.26,home_improvement,0,0.4143,0.5210998140744315,0
A00-02489,0,US,Majority,54,57882.01,7.04,0.298,9.65,0,0,18997.18,home_improvement,1,0.6593,0.6796714138192869,1
A00-02490,0,US,Minority,46,76033.11,6.56,0.608,9.29,1,0,18586.53,auto,0,0.5277,0.45250614810114154,0
A00-02491,0,EU,Majority,47,84233.44,7.37,0.49,0.5,0,0,33930.03,personal,0,0.4293,0.35462370283678246,0
A00-02492,0,EU,Majority,46,102393.28,4.72,0.472,5.03,0,0,33641.45,home_improvement,0,0.6754,0.6588221244364083,1
A00-02493,0,US,Minority,24,50031.04,6.76,0.315,9.38,1,0,22421.94,auto,1,0.5163,0.4883942545189064,0
